O=C(C([H])(c1c([H])nc([H])c(c1[H])[H])[H])N(C([H])(C([H])(C([C@]1([H])OC(C([H])(C1([H])[H])[H])([H])[H])([H])[H])[H])[H])C([H])([H])[H],0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
C1([H])([H])C([H])(C2[C@]([C@]3(C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@]([H])(C(C([H])([H])[C@]4([C@@]31[H])[H])([H])[H])O[H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C(C=2[H])=O)[H],1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
c1([H])c(c(Cl)c([H])c2[C@](SC(N([H])C([H])(C([H])([H])[H])[H])=Nc12)([H])c1c(c(c([H])c(c1[H])[H])[H])[H])[H],0,0,1,1,0,1,1,0,0,1,0,0,0,0,1
O=S(N([H])c1c(c(c2c(c1[H])OC(=C(N([H])C([H])=O)C2=O)[H])[H])Oc1c([H])c(c(c(c1[H])[H])[H])[H])(=O)C([H])([H])[H],1,0,0,1,1,1,0,0,1,1,1,0,0,0,0
C(C([H])(N1c2c([H])c(c(c([H])c2Sc2c([H])c(c(C(C(C([H])(C([H])([H])[H])[H])([H])[H])=O)c([H])c12)[H])[H])[H])[H])([H])([H])C([H])([H])N1C([H])(C([H])(N(C([H])([H])[H])C(C1([H])[H])([H])[H])[H])[H],0,1,1,0,0,1,0,0,0,1,1,1,0,1,1
O[C@@H]1[C@@H]([C@H](CO)O[C@@H](O[C@@H]2[C@@](C=O)(O)[C@@H](O[C@@H]2O[C@H]2[C@@H](O)[C@@H](O)[C@H]([C@H]([C@@H]2NC(N)=N)O)NC(=N)N)C)[C@H]1NC)O,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
Cc1ccc(S(=O)([C@H]2[C@H](c3ccc(OC)cc3)[C@@]2(COC)C(O)=O)=O)cc1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0
c1cccc(Cl)c1C1c2c(ccc(Cl)c2)-n2c(ncc2CN=1)C,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
Clc1c2OC([H])([H])Oc2c([H])c([C@](C2=C(O[H])C(=C(N(C2=O)[H])[H])C(=O)OC([H])([H])[H])(C([H])([H])C(OC([H])([H])[H])=O)[H])c1[H],1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
[H]c1c(c([H])c(c2/C(c3c(c(Cl)c([H])c(c3OC(c21)([H])[H])[H])[H])=C(/[H])C(C([H])([H])N1C(C([H])(N(C([H])(C([H])(O[H])[H])[H])C([H])([H])C1([H])[H])[H])([H])[H])([H])[H])[H])[H],0,1,1,0,0,1,0,1,1,1,1,0,0,1,0
[H]OC(c1c(c([H])c(O[H])c(c1[H])N([H])C(=O)N([H])[H])[H])(C([H])(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H],1,1,0,1,0,1,0,1,1,0,1,0,1,0,1
O=C(C1(N2C(=O)C(C2(S(=O)(=O)C1(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])O[H],1,0,1,0,1,0,0,1,1,0,1,0,0,1,0
c1c(CC(NS(=O)(CCCC)=O)C(O)=O)ccc(c1)OCCCCC1CCNCC1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
[C@@H]1(OCCC1)CSS/C(=C(\C)N(Cc1cnc(nc1N)C)C=O)CCO,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0
[H]C1([H])C2(O[H])c3c(c([H])c(c([H])c3[H])[H])Oc3c(C2([H])C([H])(N(C([H])([H])[H])C1([H])[H])[H])c(c(c([H])c3C([H])([H])[H])[H])[H],0,1,1,0,0,1,0,1,1,1,0,1,1,1,0
[H]c1c([H])c2Sc3c(c(c(C(C([H])([H])[H])([H])[H])c(c3[H])[H])[H])N(c2c([H])c1[H])C([H])([C@@](C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H],0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
O[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(COC(CCC(=O)O)=O)=O)[C@@H]2CCC3=CC(=O)C=C[C@]3(C)[C@H]21,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0
[H]C([C@@]1([C@](N(C(C(=NOC(C([H])([H])[H])(C([H])([H])[H])C(=O)O[H])c2nc(sc2[H])N([H])[H])=O)[H])(C(N1S(O[H])(=O)=O)=O)[H])[H])([H])[H],1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
[H]c1c([N+]([O-])=O)oc(c1[H])C(=NN1C(OC([H])(C1([H])[H])[H])=O)[H],1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
[H]C([H])(C1=C(C(C(=C(C([H])([H])[H])N1[H])C(=O)OC(OC(C([H])(C([H])(C([H])([H])[H])[H])[H])=O)([H])[H])(c1c(Cl)c(Cl)c([H])c(c1[H])[H])[H])C(OC([H])([H])[H])=O)[H],1,0,1,0,0,1,0,0,1,1,1,0,0,1,1
C1([H])([H])C([H])(OC(N([H])C([H])(C2([H])C([H])([H])C2([H])[H])C2([H])C([H])([H])C2([H])[H])=N1)[H],1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
S1c2c(c([H])c([H])c([H])c2N(C([H])(C([H])(N(C([H])([H])[H])C([H])([H])[H])[H])[H])C(=O)[C@]([C@@]1([H])c1c(c([H])c(OC([H])([H])[H])c(c1[H])[H])[H])(OC(C([H])([H])[H])=O)[H])[H],1,0,1,0,1,1,0,0,1,1,1,0,0,1,0
[H]C([H])(C([N+](C(C([H])([H])[H])(C([H])([H])[H])[H])(C([H])([H])[H])C(C([H])([H])OC(=O)C1(c2c([H])c(c(c([H])c2Oc2c1c(c(c(c2[H])[H])[H])[H])[H])[H])[H])([H])[H])([H])C([H])([H])[H])[H],1,0,1,0,0,1,0,0,1,1,1,0,1,0,1
[H]c1c(/C(=N\OC2(C([H])(C([H])([H])N(C2=O)[H])[H])[H])C(N([H])[C@]2([C@@]3([H])SC([H])([H])C(C([n+]4c(c(c(c([H])c4[H])[H])[H])[H])([H])[H])=C(C(O[H])=O)N3C2=O)[H])=O)sc(n1)N([H])[H],1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
c1(S(N)(=O)=O)cc(C(=O)NCC2CCCN2CCC)c(OC)cc1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1
NS(c1cc(ccc1OC)C[C@H](NCCOc1ccccc1OCC)C)(=O)=O,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
FC(F)(F)c1c([H])c([H])c(c([H])c1[H])C1(OC([H])([H])C(N(C(C([H])([H])[H])(C([H])([H])[H])[H])C1([H])[H])([H])[H])[H],0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
c1([H])c2N(c3c(c([H])c([H])c([H])c3Sc2c(c([H])c1[S+]([O-])C([H])([H])[H])[H])[H])C([H])(C([C@]1([H])C([H])(C([H])([H])C(C([H])(N1C([H])([H])[H])[H])([H])[H])[H])([H])[H])[H],0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
Clc1cc2c(cc1S(N)(=O)=O)S(NC(N2)C(C)c1ccccc1)(=O)=O,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1
[H]C([H])(C1(C2(C3(C(C(C([H])([H])[H])(C(O[H])(C(C([H])=C([H])[H])(C(C2(OC(=O)C(SC2([H])C([H])(C4(N(C(C2([H])[H])([H])C([H])(C4([H])[H])[H])C([H])([H])[H])[H])[H])([H])[H])[H])([H])[H])C([H])([H])[H])[H])[H])(C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C3=O)[H])C([H])([H])[H])[H])[H],1,0,1,0,1,0,1,1,1,0,1,1,0,1,0
COC(=O)C[C@@H](c1cccc(c1)Br)c1oc(CN2C[C@H]3Cn4c(cccc4[C@H](C3)C2)=O)cc(c1O)=O,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0
C(C([H])(C([H])([H])C([H])([H])OC(c1c(c([H])c(c(c1[H])OC([H])([H])[H])OC([H])([H])[H])[H])=O)[H])(N(C(C(c1c(c(c(OC([H])([H])[H])c([H])c1[H])[H])[H])([H])[H])(C([H])([H])[H])[H])C(C([H])([H])[H])([H])[H])([H])[H],1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
C([H])(N(C([H])([H])[H])C(C([H])([H])OC1(c2c(c(c([H])c([H])c2[H])[H])C([H])(C(c2c1c(c(c([H])c2[H])[H])[H])([H])[H])[H])[H])=O)([H])[H],0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
[N+](C([H])([H])[H])(C(C([H])([H])OC(=O)C([H])(C([H])(C(OC([H])([H])C([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])=O)[H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
[H]C1([H])[C@]2(c3c([H])c(c(OC([H])([H])[H])c(c3C(C([H])(N2C([H])([H])[C@](C(N(C([H])(C([H])([H])[H])[H])C([H])(C([H])([H])[H])[H])=O)([C@@]1([H])OC(C([H])([H])[H])=O)[H])[H])([H])[H])[H])OC([H])([H])[H])[H],0,1,1,0,0,1,0,0,1,0,1,1,0,1,1
c1([H])c([H])c2nc(c([H])c([C@](C3([H])N4C(C(C([H])(C(C([H])=C([H])[H])(C4([H])[H])[H])C3([H])[H])([H])[H])([H])[H])([H])O[H])c2c(c1OC([H])([H])[H])[H])[H],1,1,1,0,0,1,1,1,1,0,1,1,1,1,0
O=C1c2c(OC(=C1c1c([H])c(c([H])c([H])c1[H])[H])[H])c([H])c(c([H])c2[H])OC(C([H])([H])[H])([H])C([H])([H])[H],1,0,0,0,1,1,0,0,1,1,0,0,0,0,1
[H][C@@]1(C([C@]([C@]([C@@](O1)(C([H])([H])[H])[H])(O[H])[H])([H])OC([H])([H])[H])([H])[H])O[C@]1([C@@](C([H])([H])[H])([H])[C@](O[C@@]2([H])[C@](O[H])([C@@](C([C@@]([H])(C([H])([H])[H])O2)([H])[H])([H])N(C([H])([H])[H])C([H])([H])[H])[H])([H])[C@@](C([H])([H])[C@]2(C(=O)[C@@](C([H])([H])[H])([H])[C@](O[H])([H])[C@@]([C@@]([H])(C([H])([H])[H])OC([C@]1([H])C([H])([H])[H])=O)([H])C([H])([H])[H])C([H])(O2)[H])([H])C([H])([H])[H])[H],1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
c1(c([H])c(c([H])c(c1F)[H])-n1nc(c2C([H])([H])C3(C([H])([H])[H])[C@@]4(C([H])([C@@]5([H])C(C([H])([H])[H])([C@](C#C[H])(C(C5([H])[H])([H])[H])O[H])C([H])(C4([H])[H])[H])C([H])(C(C3=C([H])c12)([H])[H])[H])[H])[H])[H],0,0,1,0,0,1,1,1,1,0,0,1,0,1,0
C(C(C([H])(C([H])([H])[H])[H])([H])[H])([H])(C([H])([H])C(C([H])(C(C([C@]1(OC([H])([C@](O1)([H])C(OC(N([H])[H])=O)([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])([H])[H])[H],0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
c1c2C(S[C@](CCCNC)(c2ccc1)c1ccccc1)(C)C,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
[H]C(N([H])[H])(C([H])([H])[H])C(=O)N(c1c(c([H])c(c(c1C([H])([H])[H])[H])[H])C([H])([H])[H])[H],1,0,0,1,0,1,0,0,0,1,1,0,1,0,1
[H][C@](C([H])([H])C(OC([H])([H])C([H])([H])[H])=O)(O[H])C([C@@]([H])(O[H])/C([H])=C(\[H])C1C2(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])Oc2c(C=1c1c([H])c([H])c(c([H])c1[H])F)c([H])c(c([H])c2[H])[H])([H])[H],0,0,1,0,0,1,0,1,1,1,1,1,0,0,1
C1(C(=O)N(CCc2ccc(cc2)S(=O)(=O)NC(=O)NC2CCCCC2)C(c2cc(OC)ccc21)=O)(C)C,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
[H]c1c(c2c(c(C(O[H])=O)c1[H])n(C([H])(c1c(c([H])c(-c3c(c([H])c([H])c([H])c3[H])-c3nn(nn3)[H])c([H])c1[H])[H])[H])c(OC(C([H])([H])[H])([H])[H])n2)[H],1,0,0,0,0,1,1,1,1,1,1,0,1,1,1
O(C)C(C[C@H](c1ccccc1)c1c(cc(C)oc1=O)O)=O,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0
[H][C@]1(c2c(c(c([H])c(c2[H])[H])[H])[H])C([H])([H])N(C([H])([H])[H])C(C([H])([H])c2c1c(c(OC([H])([H])[H])c(c2[H])OC([H])([H])[H])[H])([H])[H],0,1,1,0,0,1,0,0,1,1,0,0,1,1,0
O=C(C1C(=O)c2c(c3c(OC([H])([H])O3)c([H])c2N(C=1[H])C(C([H])([H])[H])([H])[H])[H])O[H],1,0,1,0,1,1,0,1,1,0,1,0,0,1,1
c1(c([H])c(c(c([H])c1[H])[H])C(c1c(c([H])c(c([H])c1OC([H])(C([H])([H])C([H])(C([H])(N([H])C([H])([H])[H])[H])[H])[H])[H])[H])([H])[H])[H],0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
[H]C1(C(C([H])(C(N1[H])([H])[H])[H])([H])[H])c1c([H])nc(c(c1[H])[H])[H],0,1,1,0,0,1,1,0,0,0,0,1,0,1,0
[H]C([H])([H])C([H])([H])[C@](c1c(c(c(C([H])([H])[H])c([H])c1C([H])([H])[H])[H])[H])([H])N([H])C(=O)[C@@]([H])(C([H])([H])[H])Sc1c([H])c([H])c(c([H])c1[H])[H],0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
[H]C(C1(C([H])([H])[H])N(OS(=O)(=O)O[H])C(=O)C1(N(C([H])(C(c1c(sc(N([H])[H])n1)[H])=NOC([H])([H])C(O[H])=O)[H])[H])[H])([H])[H],1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
[H]C(N(C([H])([H])[H])C([H])([H])[H])([H])C(n1nnnc1SC([H])([H])C1=C(N2[C@@](SC1([H])[H])([C@@](C2=O)(N([H])C(C(c1c([H])sc(N([H])[H])n1)([H])[H])=O)[H])[H])C(=O)O[H])([H])[H],1,0,1,1,1,0,1,1,1,0,1,0,0,1,0
C([H])(N([H])C(C1=C(C([H])(N(C([H])([H])[H])C([H])([H])[H])C2(C(C(=C3C([H])(C2([H])[H])C(C([H])([H])[H])(c2c(c([H])c(c(O[H])c2C3=O)[H])Cl)O[H])O[H])(C1=O)O[H])[H])O[H])=O)(O[H])[H],1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
[H]c1nc(c(n1[C@](C([H])([H])[H])(c1c(c(c(F)c(c1[H])[H])[H])[H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H],0,0,0,0,0,1,1,0,1,0,1,0,1,1,1
[H]c1c([H])c(c(c2Sc3c([H])c([H])c(c(c3C(N3C(C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])([H])[H])=Nc12)[H])C([H])([H])[H])[H])[H],0,1,1,0,0,1,1,0,0,1,0,0,1,1,0
C(OC(=O)N)(CC)(C)CC,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
[H]OC(C1=C(C([H])(SC2(C(N([H])C(=O)C(N([H])[H])(c3c([H])c(c(O[H])c(c3[H])[H])Cl)[H])([H])C(N21)=O)[H])[H])C([H])([H])[H])=O,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0
c1(ncccc1)NC(C1=Cc2c(S(N1C)(=O)=O)ccs2)=O,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0
c1([H])c(C(N([C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=O)nc(-c2c(Cl)c(c(c(c2[H])[H])[H])[H])c2c1c([H])c([H])c([H])c2[H],0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
[H]C1(C([H])(C(N(C(C([H])([H])N([H])C(C(C([H])(N([H])C([H])(C(N1C([H])(c1c(c(c(C(N2C([H])(C(N([H])C(C(C([H])([H])N(C(C([H])(N([H])C(C([H])(C2([H])[H])[H])([H])[H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])c([H])c1[H])[H])[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H],1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
N([H])(C([H])(c1c([H])c(c([H])c(c1[H])[H])[H])[H])N(C(=O)c1noc(c1[H])C([H])([H])[H])[H],0,0,0,1,0,1,1,0,0,1,1,0,1,0,0
N(C1CCN(CCc2ccccc2)CC1)(C(CC)=O)c1ccccc1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1
[H]C(N([H])[H])([H])C1=C(C([H])([H])C(C([H])(OC2([H])C([H])(N([H])[H])C([H])([H])C(C(OC3(OC(C(C([H])([H])[H])(O[H])C(C3([H])O[H])(N([H])C([H])([H])[H])[H])([H])[H])[H])(C2([H])O[H])[H])([H])N([H])[H])O1)(N([H])[H])[H])[H],1,0,1,1,0,0,0,1,1,0,0,1,0,0,0
[H]OC1([H])C(O[H])([H])C([H])(OC2([H])C([H])(O[H])C([H])(O[H])C(OC2(C([H])([H])O[H])[H])([H])OC2([H])C([H])(C(O[H])([H])[H])OC(C([H])(O[H])C2(O[H])[H])(O[H])[H])OC([H])(C([H])([H])[H])C1([H])N(C1([H])C(=C(C(C(O[H])([H])C1([H])O[H])([H])O[H])C([H])(O[H])[H])[H])[H],1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
[H]c1c(C2(C(OC(=O)C([H])([H])[H])([H])C(N(C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])[H])c3c(c([H])c([H])c([H])c3[H])S2)=O)[H])c(c(c(OC([H])([H])[H])c1[H])[H])[H],1,0,1,0,1,1,0,0,1,1,1,0,0,1,0
c1([nH]c2ccc(F)cc2c1)CNC(=O)CC[C@]1(CCC(N1)=O)CCC(O)=O,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0
C1(C([H])([H])[H])=Nc2c([H])c([H])c(C(N(c3c(c([H])c(C(=O)N([H])C([H])(C(=O)O[H])C([H])(C(C(O[H])=O)([H])[H])[H])s3)[H])C([H])([H])[H])([H])[H])c([H])c2C(=O)N1[H],1,0,0,1,1,1,1,1,1,0,1,0,1,1,0
C1([H])([H])C(N(C([H])(C(N1C(C(C([H])([H])N1c2c([H])c(c([H])c([H])c2Sc2c1c([H])c([H])c(c2[H])[H])Cl)([H])[H])([H])[H])([H])[H])[H])C(C([H])([H])O[H])([H])[H])([H])[H],0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
C1(C(C([H])=C([H])[C@]2([C@@]3([C@@](C(C([H])(C=12)[H])([H])[H])([H])[C@]1([H])C([H])(C([H])([C@](O[H])(C([C@]([H])(OC(C([H])([H])[H])=O)C([H])([H])[H])=O)[C@]1(C([H])([H])[H])C([H])([C@]3(O[H])[H])[H])[H])[H])F)C([H])([H])[H])=O)[H],0,0,1,0,1,0,0,1,1,0,1,1,0,0,1
