id,smi,label
pos_127,CCC(C)(C)OC,0
pos_128,CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,0
pos_129,CCc1ccc(C(=O)C(C)CN2CCCC2)cc1,0
pos_130,c1ccc2c(c1)CCCN2,0
pos_131,NCCCN1c2ccccc2Sc2ccc(Cl)cc21,0
pos_132,C=COCCCCOC=C,0
pos_133,CC(C)(C)OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,0
pos_134,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,0
pos_135,Clc1ccc(N=C2NCCN2)c(Cl)c1,0
pos_136,CC1CCC(C)C(C)C1,0
pos_137,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,0
pos_138,CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,0
pos_139,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,0
pos_140,CNCCCN1c2ccccc2CCc2cc(O)ccc21,0
pos_141,NCCCN1c2ccccc2CCc2ccccc21,0
pos_142,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,0
pos_143,CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,0
pos_144,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,0
pos_145,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,0
pos_147,CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0
pos_148,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0
pos_149,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,0
pos_150,COc1ccc(C(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,0
pos_151,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,0
pos_152,COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,0
pos_153,CC(C)Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,0
pos_154,COc1ccc(C(C)C)cc1CNC1CCCNC1c1ccccc1,0
pos_155,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,0
pos_156,O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,0
pos_157,COc1ccc(-c2nccs2)cc1CNC1CCCNC1c1ccccc1,0
pos_158,CC(C)(C)c1ccc(OC(F)(F)F)c(CNC2CCCNC2c2ccccc2)c1,0
pos_159,CC(C)(C)c1nc(N2CCN(CCCSc3nccc(=O)[nH]3)CC2)cc(C(F)(F)F)n1,0
pos_160,COc1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,0
pos_161,c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1,0
pos_162,FC(F)Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,0
pos_163,Brc1cccc(Br)c1N=C1NCCN1,0
pos_164,COc1cccc(CC2CCN(C3CCC(OC)(c4ccc5c(c4)OCO5)CC3)CC2)c1,0
pos_165,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I,0
pos_166,Clc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,0
pos_167,O=c1ccc(-c2c(-c3ccccc3)nn3ccccc23)nn1CCN1CCCCC1,0
pos_168,CCCC(C)CC,0
pos_169,Clc1ccc(Cl)c(N=C2NCCN2)c1,0
pos_170,Clc1cc(Br)cc(Cl)c1N=C1NCCN1,0
pos_171,Brc1cc(Br)c(N=C2NCCN2)c(Br)c1,0
pos_172,Ic1ccc(CN2CCCCC2)cc1CN1CCCCC1,0
pos_173,Clc1cccc(Cl)c1NC1N=CCN1,0
pos_174,CCCCCCN1CCN(c2ccc(I)cc2)CC1,0
pos_175,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0
pos_176,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,0
pos_177,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1,0
pos_178,O=C1CN=C(c2ccccc2)c2c(Cl)cccc2N1,0
pos_179,COc1ccc(C(C)(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,0
pos_180,FC(F)(F)CC(Cl)Br,0
pos_181,COc1ccccc1CNC1CCCNC1c1ccccc1,0
pos_182,CCc1cccc(N=C(C)Nc2cccc(CC)c2)c1,0
pos_183,CC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
pos_184,Cc1cccc2c1Oc1ccccc1C1(O)CCNCC21,0
pos_185,COc1cc2sc(C)nc2cc1CNC1CCCNC1c1ccccc1,0
pos_186,COc1cc2sc(-c3ccccc3)nc2cc1CNC1CCCNC1c1ccccc1,0
pos_187,COc1ccc(-n2nc(C)cc2C)cc1CNC1CCCNC1c1ccccc1,0
pos_188,COc1cc2oc(C)nc2cc1CNC1CCCNC1c1ccccc1,0
pos_189,COc1cc2sc(C3CC3)nc2cc1CNC1CCCNC1c1ccccc1,0
pos_190,COc1cc2sc(C(C)(C)C)nc2cc1CNC1CCCNC1c1ccccc1,0
pos_191,FC(Br)CC(F)(F)F,0
pos_192,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0
pos_193,COc1cc2c(c(CNC3CCCNC3c3ccccc3)c1)OCC2,0
pos_194,NCCn1ncc2cc(Cl)c(Cl)cc21,0
pos_195,CCCN(CCC)CCc1ccc2c(c1)CC(=O)N2,0
pos_196,COc1ccc(C(C)(C)C)cc1CNC1CCCNC1c1ccccc1,0
pos_197,Clc1ccc2c(c1)C1CNCC1c1ccccc1O2,0
pos_198,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0
pos_199,F/C=C/O/C=C/F,0
pos_200,CCC(C)N1CCN(c2ccc(I)cc2)CC1,0
pos_201,CN1CCN(CCCN2c3ccccc3Sc3cccc(C(F)(F)F)c32)CC1,0
pos_202,CCC(C)Nc1ccc(I)c(NC(C)CC)c1,0
pos_203,Cc1nc2cc(CNC3CCCNC3c3ccccc3)c(OC(C)C)cc2s1,0
pos_204,CN(C)c1ccccc1Sc1ccc(CCF)cc1N,0
pos_205,N[C@H]1C[C@@H]1c1ccc(F)cc1,0
pos_206,CCCN1CCOC2c3cc(O)ccc3CCC21,0
pos_207,Fc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,0
pos_208,CC(C)CN1CCN(c2ccc(I)cc2)CC1,0
pos_209,CN(C)Cc1ccccc1Sc1ccc(F)cc1N,0
pos_210,Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,0
pos_211,FC(F)(F)CCC(Cl)Br,0
pos_212,Fc1ccc(Cn2c([C@@H]3CCCNC3)nc3ccccc32)cc1,0
pos_213,CC1NC(NCC(F)F)=Nc2cccc(Cl)c21,0
pos_214,Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,0
pos_215,Fc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,0
pos_216,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,0
pos_218,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,0
pos_219,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,0
pos_220,S=C=S,0
pos_221,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0
pos_222,Clc1cccc(Cl)c1NC1=NCCN1,0
pos_223,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,0
pos_224,C[n+]1c2n(c(=O)c3ccccc31)CCC1c3ccccc3NC21,0
pos_225,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,0
pos_226,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0
pos_227,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,0
pos_228,CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,0
pos_229,COc1ccc2c3c1OC1CC(O)C=C(CN(C)C2)C31,0
pos_230,N#Cc1ccc(OCC2CCN(C/C=C/I)CC2)cc1,0
pos_231,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,0
pos_232,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,0
pos_233,CNCCCC12CCC(c3ccccc31)c1ccccc12,0
pos_234,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(F)cc3)CC1=O)C2,0
pos_235,Clc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,0
pos_236,O=c1cc(NC2CCN(C/C=C/c3ccccc3)CC2)c2cc(Cl)ccc2o1,0
pos_237,CCc1ccc(-c2ccc(C(=O)N(C)C3CCN(C(=O)N4CCC(N5CCCCC5)C4)C3)cc2)cc1,0
pos_238,COc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,0
pos_239,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,0
pos_240,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,0
pos_241,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0
pos_242,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0
pos_243,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,0
pos_244,c1ccc2c(c1)[nH]c1cnccc12,0
pos_245,c1cncc([C@@H]2CCCN2)c1,0
pos_246,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0
pos_247,CN[C@H](C)CC1CCCCC1,0
pos_248,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0
pos_249,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)CC1C,0
pos_250,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,0
pos_251,CC(CF)NC[C@H](O)COc1cccc2[nH]c3ccccc3c12,0
pos_252,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,0
pos_253,CN1C2CC(OC(=O)[C@@H](CO)c3ccccc3)CC1C1OC12,0
pos_254,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,0
pos_255,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0
pos_256,Clc1ccc(NC2=NCCN2)c(Cl)c1,0
pos_257,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,0
pos_258,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,0
pos_259,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0
pos_260,Clc1ccc(Cl)c(NC2=NCCN2)c1,0
pos_261,Clc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,0
pos_262,Brc1cc(Br)c(NC2=NCCN2)c(Br)c1,0
pos_263,Brc1cccc(Br)c1NC1=NCCN1,0
pos_264,Clc1cc(Br)cc(Cl)c1NC1=NCCN1,0
pos_267,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1,0
pos_268,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,0
pos_270,O=C(OCc1ccccc1)N1CCC(CNc2ccncc2)CC1,0
pos_272,CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1,0
pos_273,CNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1,0
pos_275,Cc1cc(-c2ccccc2)nnc1N1CCN(c2ncccn2)CC1,0
pos_276,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,0
pos_277,O=C1c2ccccc2S(=O)(=O)N1CCCCN[C@H]1CCc2ccccc2O1,0
pos_280,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,0
pos_282,Cc1cccc(C)c1Nc1ncc(-c2ccc(OCCN3CCCC3)cc2)n2cncc12,0
pos_284,COc1ccc(-n2nnnc2C(F)(F)F)cc1CNC1CCCNC1c1ccccc1,0
pos_287,CCOC(=O)Cc1cc2c(c(N)n1)N=C(c1ccccc1)C(C)N2,0
pos_289,Cc1cc(NC(=O)c2ccc(CN3CCCC3)cc2)nn1Cc1cc(Cl)ccc1OCC(C)C,0
pos_291,Cc1cn(-c2cccc(Nc3ncnc4c3CCc3ccccc3-4)c2)cn1,0
pos_292,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,0
pos_295,Nc1nc2ccc(OC(F)(F)F)cc2s1,0
pos_296,OC1CNCc2ccccc21,0
pos_297,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0
pos_301,Cc1nc2c(c(-n3ccc(C(F)(F)F)n3)n1)CCN2c1ccc(Cl)cc1Cl,0
pos_302,O=c1[nH]c(C2=CC(N3CCC(c4ccccc4)CC3)CC2)nc2c(Cl)cccc12,0
pos_304,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0
pos_305,CCOC(=O)Nc1cc2c(c(N)n1)N=C(CN(C)c1ccc(OC)cc1)CN2,0
pos_306,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1,0
pos_309,Clc1ccc2c(c1)C1CCNCC1c1ccccc1O2,0
pos_311,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21,0
pos_313,COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,0
pos_315,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,0
pos_317,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,0
pos_318,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)c(Cl)ccc21,0
pos_323,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0
pos_326,Fc1ccc([C@@H]2CCNCC2COc2ccc3c(c2)OCO3)cc1,0
pos_328,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0
pos_329,c1ccc2c(c1)CCNC2,0
pos_330,N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2,0
pos_331,Cc1ccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)c1,0
pos_332,C#CCN(C)[C@H](C)Cc1ccccc1,0
pos_335,c1cnc(N2CCNCC2)nc1,0
pos_336,CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,0
pos_339,CC1=NC(O)C(=O)Nc2ccc(Cl)cc21,0
pos_341,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0
pos_343,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0
pos_345,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0
pos_348,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCO,0
pos_350,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0
pos_351,CSc1ccc2c(c1)N(CCC1CCCCN1)c1ccccc1S2,0
pos_353,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0
pos_355,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0
pos_358,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0
pos_362,CC(C)(C)c1cc(CN2CCN(CC(O)c3ccc(Cl)cc3)CC2)cc(C(C)(C)C)c1O,0
pos_368,N#Cc1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,0
pos_369,CN1CCC2(O)c3ccccc3Oc3ccc(Cl)cc3C2C1,0
pos_371,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,0
pos_372,CNCCC=C1c2ccccc2CCc2ccccc21,0
pos_373,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,0
pos_384,CNCCCN1c2ccccc2Sc2cccc(Cl)c21,0
pos_391,FC(F)(Cl)C(F)(F)Cl,0
pos_392,CC1CCCCC1(c1cccs1)N1CCCCC1,0
pos_393,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,0
pos_394,CC(=O)NCCCN1CCN(c2cc(Cl)ccc2Cl)CC1,0
pos_395,CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C)CCCC(C)C)CCC4C3CC(Br)C2(Br)C1,0
pos_396,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,0
pos_397,CC(=O)OCC(=O)OCCC(SC(=O)c1ccco1)=C(C)N(C=O)Cc1cnc(C)nc1N,0
pos_398,CC(=O)NC(CCC(N)=O)C(=O)O,0
pos_399,CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0
pos_400,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,0
pos_402,CC(=O)OCCC(SC(C)=O)=C(C)N(C=O)Cc1cnc(C)nc1N,0
pos_403,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0
pos_404,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC(C)=O)ccc5c4C12CCN(C)C3C5,0
pos_405,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0
pos_406,CC(=O)OCC1=COC(OC(=O)CC(C)(C)OC(C)=O)C2C1=CC(OC(=O)CC(C)C)C21CO1,0
pos_407,C=CC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0
pos_408,O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2,0
pos_409,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,0
pos_410,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,0
pos_411,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0
pos_412,CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1,0
pos_413,CC12CC(=O)C3C(CCC4CC(O)CCC43C)C1CCC2C(=O)CO,0
pos_414,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,0
pos_415,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0
pos_416,CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,0
pos_417,COC1(F)C(F)(F)C1(F)Cl,0
pos_418,C=CCN1CCC23c4c5ccc(O)c4OC2C2(OC)C=CC3(CC2C(C)(O)CCC)C1C5,0
pos_419,C=CCN1C(=O)OC(C)C1=O,0
pos_420,CNCC1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1,0
pos_421,COc1cccc2c1CC(CCCNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,0
pos_422,O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1,0
pos_423,CC(=O)NCCn1c(C)cc(C=O)c1C,0
pos_424,CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,0
pos_425,CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,0
pos_426,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0
pos_427,C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,0
pos_428,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,0
pos_429,CCC1(CC)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0
pos_430,CC1(c2ccccc2)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0
pos_431,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,0
pos_432,CCC(=O)OC1(C(=O)COC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
pos_433,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,0
pos_434,CC(C)n1cc2c3c(cccc31)C1CC(C(=O)NC3CCCCC3)CN(C)C1C2,0
pos_435,CC(Cc1ccccc1)NC(C#N)c1ccccc1,0
pos_436,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,0
