,smi,label
100,CCCCCCCCCC,0
101,CC(C)(C)C1CCCCC1,0
102,CCCCCCC(C)C,0
103,CNCCCN1c2ccccc2Sc2ccccc21,0
104,CCCCOC(C)=O,0
105,CC(=O)OCCC(C)C,0
106,C=CCCCCCCC,0
107,FC(Br)C(F)(F)F,0
108,ClC(Cl)=C(Cl)Cl,0
109,c1cc2ccc3cccc4ccc(c1)c2c34,0
110,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,0
111,FC(F)OC(F)C(F)(F)F,0
112,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,0
113,CCC(C)(C)OC,0
114,CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,0
115,CCc1ccc(C(=O)C(C)CN2CCCC2)cc1,0
116,c1ccc2c(c1)CCCN2,0
117,NCCCN1c2ccccc2Sc2ccc(Cl)cc21,0
118,C=COCCCCOC=C,0
119,CC(C)(C)OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,0
120,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,0
121,Clc1ccc(N=C2NCCN2)c(Cl)c1,0
122,CC1CCC(C)C(C)C1,0
123,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,0
124,CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,0
125,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,0
126,CNCCCN1c2ccccc2CCc2cc(O)ccc21,0
127,NCCCN1c2ccccc2CCc2ccccc21,0
128,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,0
129,CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,0
130,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,0
131,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,0
132,CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0
133,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0
134,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,0
135,COc1ccc(C(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,0
136,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,0
137,COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,0
138,CC(C)Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,0
139,COc1ccc(C(C)C)cc1CNC1CCCNC1c1ccccc1,0
140,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,0
141,O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,0
142,COc1ccc(-c2nccs2)cc1CNC1CCCNC1c1ccccc1,0
143,CC(C)(C)c1ccc(OC(F)(F)F)c(CNC2CCCNC2c2ccccc2)c1,0
144,CC(C)(C)c1nc(N2CCN(CCCSc3nccc(=O)[nH]3)CC2)cc(C(F)(F)F)n1,0
145,COc1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,0
146,c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1,0
147,FC(F)Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,0
148,Brc1cccc(Br)c1N=C1NCCN1,0
149,COc1cccc(CC2CCN(C3CCC(OC)(c4ccc5c(c4)OCO5)CC3)CC2)c1,0
150,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I,0
151,Clc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,0
152,O=c1ccc(-c2c(-c3ccccc3)nn3ccccc23)nn1CCN1CCCCC1,0
153,CCCC(C)CC,0
154,Clc1ccc(Cl)c(N=C2NCCN2)c1,0
155,Clc1cc(Br)cc(Cl)c1N=C1NCCN1,0
156,Brc1cc(Br)c(N=C2NCCN2)c(Br)c1,0
157,Ic1ccc(CN2CCCCC2)cc1CN1CCCCC1,0
158,Clc1cccc(Cl)c1NC1N=CCN1,0
159,CCCCCCN1CCN(c2ccc(I)cc2)CC1,0
160,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0
161,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,0
162,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1,0
163,O=C1CN=C(c2ccccc2)c2c(Cl)cccc2N1,0
164,COc1ccc(C(C)(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,0
165,FC(F)(F)CC(Cl)Br,0
166,COc1ccccc1CNC1CCCNC1c1ccccc1,0
167,CCc1cccc(N=C(C)Nc2cccc(CC)c2)c1,0
168,CC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0
169,Cc1cccc2c1Oc1ccccc1C1(O)CCNCC21,0
170,COc1cc2sc(C)nc2cc1CNC1CCCNC1c1ccccc1,0
171,COc1cc2sc(-c3ccccc3)nc2cc1CNC1CCCNC1c1ccccc1,0
172,COc1ccc(-n2nc(C)cc2C)cc1CNC1CCCNC1c1ccccc1,0
173,COc1cc2oc(C)nc2cc1CNC1CCCNC1c1ccccc1,0
174,COc1cc2sc(C3CC3)nc2cc1CNC1CCCNC1c1ccccc1,0
175,COc1cc2sc(C(C)(C)C)nc2cc1CNC1CCCNC1c1ccccc1,0
176,FC(Br)CC(F)(F)F,0
177,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0
178,COc1cc2c(c(CNC3CCCNC3c3ccccc3)c1)OCC2,0
179,NCCn1ncc2cc(Cl)c(Cl)cc21,0
180,CCCN(CCC)CCc1ccc2c(c1)CC(=O)N2,0
181,COc1ccc(C(C)(C)C)cc1CNC1CCCNC1c1ccccc1,0
182,Clc1ccc2c(c1)C1CNCC1c1ccccc1O2,0
183,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0
184,F/C=C/O/C=C/F,0
185,CCC(C)N1CCN(c2ccc(I)cc2)CC1,0
186,CN1CCN(CCCN2c3ccccc3Sc3cccc(C(F)(F)F)c32)CC1,0
187,CCC(C)Nc1ccc(I)c(NC(C)CC)c1,0
188,Cc1nc2cc(CNC3CCCNC3c3ccccc3)c(OC(C)C)cc2s1,0
189,CN(C)c1ccccc1Sc1ccc(CCF)cc1N,0
190,N[C@H]1C[C@@H]1c1ccc(F)cc1,0
191,CCCN1CCOC2c3cc(O)ccc3CCC21,0
192,Fc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,0
193,CC(C)CN1CCN(c2ccc(I)cc2)CC1,0
194,CN(C)Cc1ccccc1Sc1ccc(F)cc1N,0
195,Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,0
196,FC(F)(F)CCC(Cl)Br,0
197,Fc1ccc(Cn2c([C@@H]3CCCNC3)nc3ccccc32)cc1,0
198,CC1NC(NCC(F)F)=Nc2cccc(Cl)c21,0
199,Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,0
200,Fc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,0
201,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,0
202,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,0
203,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,0
204,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0
205,Clc1cccc(Cl)c1NC1=NCCN1,0
206,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,0
207,C[n+]1c2n(c(=O)c3ccccc31)CCC1c3ccccc3NC21,0
208,COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,0
209,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0
210,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,0
211,CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,0
212,COc1ccc2c3c1OC1CC(O)C=C(CN(C)C2)C31,0
213,N#Cc1ccc(OCC2CCN(C/C=C/I)CC2)cc1,0
214,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,0
215,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,0
216,CNCCCC12CCC(c3ccccc31)c1ccccc12,0
217,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(F)cc3)CC1=O)C2,0
218,Clc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,0
219,O=c1cc(NC2CCN(C/C=C/c3ccccc3)CC2)c2cc(Cl)ccc2o1,0
220,CCc1ccc(-c2ccc(C(=O)N(C)C3CCN(C(=O)N4CCC(N5CCCCC5)C4)C3)cc2)cc1,0
221,COc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,0
222,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,0
223,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,0
224,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0
225,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0
226,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,0
227,c1ccc2c(c1)[nH]c1cnccc12,0
228,c1cncc([C@@H]2CCCN2)c1,0
229,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0
230,CN[C@H](C)CC1CCCCC1,0
231,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0
232,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)CC1C,0
233,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,0
234,CC(CF)NC[C@H](O)COc1cccc2[nH]c3ccccc3c12,0
235,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,0
236,CN1C2CC(OC(=O)[C@@H](CO)c3ccccc3)CC1C1OC12,0
237,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,0
238,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0
239,Clc1ccc(NC2=NCCN2)c(Cl)c1,0
240,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,0
241,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,0
242,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0
243,Clc1ccc(Cl)c(NC2=NCCN2)c1,0
244,Clc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,0
245,Brc1cc(Br)c(NC2=NCCN2)c(Br)c1,0
246,Brc1cccc(Br)c1NC1=NCCN1,0
247,Clc1cc(Br)cc(Cl)c1NC1=NCCN1,0
248,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1,0
249,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,0
250,O=C(OCc1ccccc1)N1CCC(CNc2ccncc2)CC1,0
251,CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1,0
252,CNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1,0
253,Cc1cc(-c2ccccc2)nnc1N1CCN(c2ncccn2)CC1,0
254,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,0
255,O=C1c2ccccc2S(=O)(=O)N1CCCCN[C@H]1CCc2ccccc2O1,0
256,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,0
257,Cc1cccc(C)c1Nc1ncc(-c2ccc(OCCN3CCCC3)cc2)n2cncc12,0
258,COc1ccc(-n2nnnc2C(F)(F)F)cc1CNC1CCCNC1c1ccccc1,0
259,CCOC(=O)Cc1cc2c(c(N)n1)N=C(c1ccccc1)C(C)N2,0
260,Cc1cc(NC(=O)c2ccc(CN3CCCC3)cc2)nn1Cc1cc(Cl)ccc1OCC(C)C,0
261,Cc1cn(-c2cccc(Nc3ncnc4c3CCc3ccccc3-4)c2)cn1,0
262,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,0
263,Nc1nc2ccc(OC(F)(F)F)cc2s1,0
264,OC1CNCc2ccccc21,0
265,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0
266,Cc1nc2c(c(-n3ccc(C(F)(F)F)n3)n1)CCN2c1ccc(Cl)cc1Cl,0
267,O=c1[nH]c(C2=CC(N3CCC(c4ccccc4)CC3)CC2)nc2c(Cl)cccc12,0
268,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0
269,CCOC(=O)Nc1cc2c(c(N)n1)N=C(CN(C)c1ccc(OC)cc1)CN2,0
270,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1,0
271,Clc1ccc2c(c1)C1CCNCC1c1ccccc1O2,0
272,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21,0
273,COc1ccc(C=C2CCCN=C2c2cccnc2)c(OC)c1,0
274,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,0
275,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,0
276,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)c(Cl)ccc21,0
277,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0
278,Fc1ccc([C@@H]2CCNCC2COc2ccc3c(c2)OCO3)cc1,0
279,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0
280,c1ccc2c(c1)CCNC2,0
281,N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2,0
282,Cc1ccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)c1,0
283,C#CCN(C)[C@H](C)Cc1ccccc1,0
284,c1cnc(N2CCNCC2)nc1,0
285,CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,0
286,CC1=NC(O)C(=O)Nc2ccc(Cl)cc21,0
287,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0
288,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0
289,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0
290,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCO,0
291,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0
292,CSc1ccc2c(c1)N(CCC1CCCCN1)c1ccccc1S2,0
293,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0
294,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0
295,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0
296,CC(C)(C)c1cc(CN2CCN(CC(O)c3ccc(Cl)cc3)CC2)cc(C(C)(C)C)c1O,0
297,N#Cc1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,0
298,CN1CCC2(O)c3ccccc3Oc3ccc(Cl)cc3C2C1,0
299,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,0
300,CNCCC=C1c2ccccc2CCc2ccccc21,0
301,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,0
302,CNCCCN1c2ccccc2Sc2cccc(Cl)c21,0
303,FC(F)(Cl)C(F)(F)Cl,0
304,CC1CCCCC1(c1cccs1)N1CCCCC1,0
305,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,0
306,CC(=O)NCCCN1CCN(c2cc(Cl)ccc2Cl)CC1,0
307,CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C)CCCC(C)C)CCC4C3CC(Br)C2(Br)C1,0
308,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,0
309,CC(=O)OCC(=O)OCCC(SC(=O)c1ccco1)=C(C)N(C=O)Cc1cnc(C)nc1N,0
310,CC(=O)NC(CCC(N)=O)C(=O)O,0
311,CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0
312,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,0
313,CC(=O)OCCC(SC(C)=O)=C(C)N(C=O)Cc1cnc(C)nc1N,0
314,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0
315,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC(C)=O)ccc5c4C12CCN(C)C3C5,0
316,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0
317,CC(=O)OCC1=COC(OC(=O)CC(C)(C)OC(C)=O)C2C1=CC(OC(=O)CC(C)C)C21CO1,0
318,C=CC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0
319,O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2,0
320,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,0
321,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,0
322,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0
323,CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1,0
324,CC12CC(=O)C3C(CCC4CC(O)CCC43C)C1CCC2C(=O)CO,0
325,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,0
326,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0
327,CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,0
328,COC1(F)C(F)(F)C1(F)Cl,0
329,C=CCN1CCC23c4c5ccc(O)c4OC2C2(OC)C=CC3(CC2C(C)(O)CCC)C1C5,0
330,C=CCN1C(=O)OC(C)C1=O,0
331,CNCC1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1,0
332,COc1cccc2c1CC(CCCNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,0
333,O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1,0
334,CC(=O)NCCn1c(C)cc(C=O)c1C,0
335,CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,0
336,CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,0
337,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0
338,C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,0
339,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,0
340,CCC1(CC)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0
341,CC1(c2ccccc2)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0
342,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,0
343,CCC(=O)OC1(C(=O)COC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
344,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,0
345,CC(C)n1cc2c3c(cccc31)C1CC(C(=O)NC3CCCCC3)CN(C)C1C2,0
346,CC(Cc1ccccc1)NC(C#N)c1ccccc1,0
347,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,0
348,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0
349,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,0
350,CC(C)CCOC(CN1CCCC1)c1ccccc1,0
351,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0
352,Nc1cccc(-n2ccccc2=O)c1,0
353,CN(C)c1cnccn1,0
354,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,0
355,COc1ccc(C(=O)N2CCCC2=O)cc1,0
356,COc1cc2oc(=O)c(C)c(C)c2cc1OCCCN1CCN(c2ccccc2OC)CC1,0
357,CCCNC(=O)c1ccc2c(c1)N(CCN1CCCC1)c1ccccc1S2,0
358,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,0
359,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,0
360,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0
361,O=C1OC(C(O)CO)C(O)=C1O,0
362,CCN(CC)c1ccc(NC(=O)c2ccccc2N)c(C)c1,0
363,CN1C2CCC1CC(OC(=O)C(C)(CO)c1ccccc1)C2,0
364,C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0
365,CN(C(=O)CNC(=O)C(N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1,0
366,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CC2COc3ccccc3O2)CC1,0
367,Nc1ccc(S(=O)(=O)N2CC3CCC(CC3)C2)cc1,0
368,O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,0
369,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0
370,O=C1NCCN1C1CCN(CCC2COc3ccccc3O2)CC1,0
371,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,0
372,c1ccc2c(c1)CCN1CCNCC21,0
373,c1ccc2c(c1)cc1n2CCCNC1,0
374,CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1,0
375,O=c1[nH]c2ccccc2c(=O)n1CCN1CC2CC(c3ccc(F)cc3)C2C1,0
376,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,0
